2023-10-06 11:33:45,736 INFO    StreamThr :373892 [internal.py:wandb_internal():86] W&B internal server running at pid: 373892, started at: 2023-10-06 11:33:45.735763
2023-10-06 11:33:45,737 DEBUG   HandlerThread:373892 [handler.py:handle_request():146] handle_request: status
2023-10-06 11:33:45,739 INFO    WriterThread:373892 [datastore.py:open_for_write():85] open: /home/shuvrajeet/Documents/GitHub/JaxStormer/wandb/run-20231006_113345-117eaetq/run-117eaetq.wandb
2023-10-06 11:33:45,739 DEBUG   SenderThread:373892 [sender.py:send():380] send: header
2023-10-06 11:33:45,742 DEBUG   SenderThread:373892 [sender.py:send():380] send: run
2023-10-06 11:33:46,398 INFO    SenderThread:373892 [dir_watcher.py:__init__():211] watching files in: /home/shuvrajeet/Documents/GitHub/JaxStormer/wandb/run-20231006_113345-117eaetq/files
2023-10-06 11:33:46,398 INFO    SenderThread:373892 [sender.py:_start_run_threads():1122] run started: 117eaetq with start time 1696572225.735381
2023-10-06 11:33:46,405 DEBUG   HandlerThread:373892 [handler.py:handle_request():146] handle_request: check_version
2023-10-06 11:33:46,406 DEBUG   SenderThread:373892 [sender.py:send_request():407] send_request: check_version
2023-10-06 11:33:46,573 DEBUG   HandlerThread:373892 [handler.py:handle_request():146] handle_request: run_start
2023-10-06 11:33:46,578 DEBUG   HandlerThread:373892 [system_info.py:__init__():32] System info init
2023-10-06 11:33:46,579 DEBUG   HandlerThread:373892 [system_info.py:__init__():47] System info init done
2023-10-06 11:33:46,579 INFO    HandlerThread:373892 [system_monitor.py:start():194] Starting system monitor
2023-10-06 11:33:46,579 INFO    SystemMonitor:373892 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-06 11:33:46,579 INFO    HandlerThread:373892 [system_monitor.py:probe():214] Collecting system info
2023-10-06 11:33:46,580 INFO    SystemMonitor:373892 [interfaces.py:start():190] Started cpu monitoring
2023-10-06 11:33:46,580 INFO    SystemMonitor:373892 [interfaces.py:start():190] Started disk monitoring
2023-10-06 11:33:46,581 INFO    SystemMonitor:373892 [interfaces.py:start():190] Started gpu monitoring
2023-10-06 11:33:46,582 INFO    SystemMonitor:373892 [interfaces.py:start():190] Started memory monitoring
2023-10-06 11:33:46,582 INFO    SystemMonitor:373892 [interfaces.py:start():190] Started network monitoring
2023-10-06 11:33:46,590 DEBUG   HandlerThread:373892 [system_info.py:probe():196] Probing system
2023-10-06 11:33:46,592 DEBUG   HandlerThread:373892 [system_info.py:_probe_git():181] Probing git
2023-10-06 11:33:46,596 DEBUG   HandlerThread:373892 [system_info.py:_probe_git():189] Probing git done
2023-10-06 11:33:46,597 DEBUG   HandlerThread:373892 [system_info.py:probe():244] Probing system done
2023-10-06 11:33:46,597 DEBUG   HandlerThread:373892 [system_monitor.py:probe():223] {'os': 'Linux-6.1.53-1-MANJARO-x86_64-with-glibc2.38', 'python': '3.11.5', 'heartbeatAt': '2023-10-06T06:03:46.590297', 'startedAt': '2023-10-06T06:03:45.731333', 'docker': None, 'cuda': None, 'args': ('--env', 'CartPole-v1'), 'state': 'running', 'program': '/home/shuvrajeet/Documents/GitHub/JaxStormer/dqn_per_jax.py', 'codePathLocal': 'dqn_per_jax.py', 'codePath': 'dqn_per_jax.py', 'git': {'remote': 'https://github.com/TheUnsolvedDev/JaxStormer.git', 'commit': '88285ec2f1cb84f8e112b4538349afdcc9445d7c'}, 'email': 'shuvrajeet17@gmail.com', 'root': '/home/shuvrajeet/Documents/GitHub/JaxStormer', 'host': 'shuvra-pc-Manjaro', 'username': 'shuvrajeet', 'executable': '/usr/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 6, 'cpu_freq': {'current': 2751.9539999999997, 'min': 2200.0, 'max': 3600.0}, 'cpu_freq_per_core': [{'current': 2744.474, 'min': 2200.0, 'max': 3600.0}, {'current': 2917.917, 'min': 2200.0, 'max': 3600.0}, {'current': 2033.619, 'min': 2200.0, 'max': 3600.0}, {'current': 2251.03, 'min': 2200.0, 'max': 3600.0}, {'current': 3227.993, 'min': 2200.0, 'max': 3600.0}, {'current': 3336.691, 'min': 2200.0, 'max': 3600.0}], 'disk': {'/': {'total': 404.89136123657227, 'used': 59.92897415161133}}, 'gpu': 'NVIDIA GeForce RTX 2060 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060 SUPER', 'memory_total': 8589934592}], 'memory': {'total': 31.268917083740234}}
2023-10-06 11:33:46,597 INFO    HandlerThread:373892 [system_monitor.py:probe():224] Finished collecting system info
2023-10-06 11:33:46,597 INFO    HandlerThread:373892 [system_monitor.py:probe():227] Publishing system info
2023-10-06 11:33:46,597 DEBUG   HandlerThread:373892 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-06 11:33:46,597 DEBUG   HandlerThread:373892 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-06 11:33:46,597 INFO    HandlerThread:373892 [system_monitor.py:probe():229] Finished publishing system info
2023-10-06 11:33:46,601 DEBUG   SenderThread:373892 [sender.py:send():380] send: files
2023-10-06 11:33:46,601 INFO    SenderThread:373892 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-06 11:33:46,604 DEBUG   HandlerThread:373892 [handler.py:handle_request():146] handle_request: stop_status
2023-10-06 11:33:46,604 DEBUG   SenderThread:373892 [sender.py:send_request():407] send_request: stop_status
2023-10-06 11:33:46,647 DEBUG   HandlerThread:373892 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-06 11:33:46,908 DEBUG   SenderThread:373892 [sender.py:send():380] send: telemetry
2023-10-06 11:33:47,398 INFO    Thread-12 :373892 [dir_watcher.py:_on_file_created():271] file/dir created: /home/shuvrajeet/Documents/GitHub/JaxStormer/wandb/run-20231006_113345-117eaetq/files/wandb-metadata.json
2023-10-06 11:33:47,399 INFO    Thread-12 :373892 [dir_watcher.py:_on_file_created():271] file/dir created: /home/shuvrajeet/Documents/GitHub/JaxStormer/wandb/run-20231006_113345-117eaetq/files/requirements.txt
2023-10-06 11:33:47,622 INFO    wandb-upload_0:373892 [upload_job.py:push():131] Uploaded file /tmp/tmpqdpj8nelwandb/t5skmbu3-wandb-metadata.json
2023-10-06 11:33:49,398 INFO    Thread-12 :373892 [dir_watcher.py:_on_file_created():271] file/dir created: /home/shuvrajeet/Documents/GitHub/JaxStormer/wandb/run-20231006_113345-117eaetq/files/output.log
